,dDELM
320,1.6
321,-1.4500000000000002
322,1.6000000000000005
323,1.7896
324,1.8594
325,-1.6000000000000005
326,-1.7895999999999996
327,-1.8594000000000004
328,-1.8850999999999996
329,-0.6944999999999997
330,1.6000000000000005
331,-0.4000000000000004
332,-1.639600000000001
333,-1.7094
334,1.4500000000000002
335,-1.600000000000001
336,0.4000000000000008
337,-1.5999999999999996
338,-1.789600000000001
339,-1.859399999999999
340,1.5999999999999996
341,1.7895999999999992
342,1.8594
343,1.8850999999999996
344,-1.5999999999999996
345,-1.789600000000001
346,1.4499999999999993
347,-0.5500000000000007
348,-1.789600000000001
349,1.5999999999999996
350,1.7896
351,1.859399999999999
352,1.8850999999999996
353,-1.5999999999999996
354,-0.7395999999999994
355,-0.8093999999999999
356,-1.8850999999999998
357,0.5500000000000007
358,1.7896
359,1.859399999999999
360,1.8850999999999996
361,1.7445000000000004
362,-0.5500000000000007
363,-1.789599999999998
364,-1.8593999999999993
365,-1.8850999999999996
366,1.5999999999999996
367,1.7895999999999983
368,1.859399999999999
369,0.8351000000000006
370,-1.5999999999999996
371,0.4000000000000008
372,-0.5500000000000012
373,-1.7896
374,1.4499999999999993
375,-0.5500000000000007
376,0.5500000000000007
377,-1.4499999999999993
378,1.5999999999999996
379,-0.40000000000000036
380,1.5999999999999996
381,1.7896
382,-0.5500000000000007
383,-1.7896
384,1.4499999999999993
385,-1.5999999999999996
386,-1.7895999999999983
387,0.5500000000000007
388,1.7896
389,1.8594000000000026
390,1.8851000000000013
391,-1.5999999999999988
392,0.39999999999999947
393,-1.5999999999999996
394,-1.7895999999999983
395,-1.859399999999999
396,1.6000000000000012
397,-1.5999999999999976
398,-1.7895999999999999
399,-0.8094000000000026
400,-1.8851000000000009
401,0.3999999999999986
402,0.5896000000000008
403,-1.6000000000000014
404,-0.589599999999999
405,1.6000000000000014
406,1.7896000000000003
407,1.8594000000000006
408,0.8351000000000005
409,1.7444999999999986
410,0.6980000000000004
411,-1.6000000000000016
412,-1.7895999999999999
413,-0.8094000000000001
414,-1.8851000000000013
415,1.6000000000000014
416,-1.4499999999999993
417,1.6000000000000012
418,1.7896000000000003
419,1.8594000000000004
420,-0.5500000000000003
421,-0.7395999999999994
422,0.3999999999999986
423,-1.6000000000000014
424,-1.7896
425,1.6000000000000014
426,1.7896
427,1.8594000000000008
428,1.8851000000000013
429,0.6944999999999979
430,-1.6000000000000014
431,-1.7896
432,-1.8594000000000008
433,0.3999999999999988
434,1.6395999999999977
435,-1.6000000000000014
436,-1.7896
437,-0.6594000000000015
438,-0.6850999999999987
439,-0.6944999999999972
440,0.5500000000000003
441,1.7896
442,0.8094000000000001
443,-0.3999999999999986
444,1.6000000000000012
445,1.7896000000000003
446,0.8094000000000001
447,1.7350999999999992
448,-1.6000000000000014
449,-1.7896
450,-1.8594000000000008
451,0.3999999999999986
452,1.639599999999998
453,-1.6000000000000014
454,-0.7395999999999994
455,1.6000000000000014
456,0.7395999999999994
457,1.8594000000000008
458,1.8851000000000013
459,-1.6000000000000014
460,-0.7395999999999994
461,1.4499999999999993
462,-1.6000000000000014
463,-1.7895999999999996
464,1.600000000000001
465,1.7896
466,-0.3999999999999986
467,1.6000000000000014
468,0.7395999999999958
469,1.7093999999999987
470,-0.3999999999999986
471,0.0
472,-0.5841230128857993
473,-1.7554769871142006
474,-1.8593999999999995
475,-1.8851000000000004
476,1.1999999999999997
477,1.7896000000000003
478,1.8593999999999995
479,1.0881487534871355
480,-1.521268210600895
481,-0.6713805428862404
482,1.45
483,1.6395999999999997
484,-1.6
485,0.4
486,-1.5999999999999999
487,-0.7396000000000003
488,1.6000000000000003
489,1.7895999999999994
490,0.8094000000000001
491,-0.39999999999999947
492,0.5499999999999994
493,-0.5499999999999994
494,-1.7896000000000005
495,-0.8094000000000001
496,-1.8851
497,-1.7445000000000004
498,1.6000000000000003
499,-0.40000000000000013
500,-1.6396000000000006
501,1.415055572775978
502,1.7715333126688217
503,0.6124111145552007
504,-1.45
505,0.55
506,-0.3999999999999999
507,-1.6395999999999997
508,-1.7093999999999996
509,0.40000000000000036
510,-1.6000000000000005
511,-1.7895999999999992
512,-1.8594000000000008
513,-1.8850999999999996
514,-0.6944999999999997
515,1.5999999999999996
516,-1.4499999999999993
517,-0.5896000000000008
518,1.5999999999999996
519,-1.4499999999999975
520,-1.7896
521,-1.8594000000000008
522,-1.8851000000000013
523,-1.8944999999999972
524,1.5999999999999979
525,0.7396000000000029
526,0.8094000000000001
527,-0.40000000000000213
528,-0.5895999999999972
529,0.5500000000000007
530,-0.5500000000000007
531,-0.7396000000000029
532,-1.8594000000000008
533,-1.8851000000000013
534,1.6000000000000014
535,1.7896
536,1.8594000000000008
537,0.8351000000000006
538,1.7444999999999986
539,-1.5999999999999979
540,0.3999999999999968
541,-0.5499999999999989
542,-1.7896
543,-0.8094000000000001
544,-1.7350999999999992
545,1.5999999999999979
546,-1.4499999999999993
547,-0.5896000000000008
548,-1.7093999999999987
549,1.4499999999999993
550,-1.5999999999999979
551,-1.7896
552,-1.8594000000000044
553,-0.8351000000000006
554,-0.6944999999999979
555,0.5499999999999972
556,0.7396000000000029
557,1.8593999999999973
558,0.8351000000000006
559,-1.6000000000000014
560,-1.7896
561,1.4499999999999957
562,-0.5499999999999972
563,1.4499999999999993
564,-1.6000000000000014
565,-1.639599999999998
566,1.5999999999999979
567,0.7395999999999994
568,1.8594000000000008
569,0.8350999999999971
570,-1.6000000000000014
571,-1.7896
572,-1.8594000000000008
573,-1.8850999999999978
574,1.5999999999999979
575,-0.399999999999995
576,0.5499999999999972
577,-1.4499999999999993
578,1.5999999999999943
579,1.7896
580,-1.6000000000000014
581,-0.7395999999999994
582,-1.8593999999999973
583,-1.8851000000000084
584,-1.744499999999995
585,0.5499999999999972
586,-1.4499999999999957
587,-0.5896000000000043
588,1.6000000000000014
589,-0.3999999999999986
590,1.4500000000000028
591,-0.5500000000000043
592,-1.7896
593,-1.8594000000000008
594,-0.8350999999999971
595,-0.694500000000005
596,-0.6980000000000004
597,0.5499999999999972
598,-1.4499999999999957
599,-1.6396000000000015
600,-0.8093999999999966
601,-0.8350999999999971
602,-1.8945000000000007
603,1.4499999999999957
604,-1.5999999999999943
605,0.0
606,0.758734757076561
607,1.919971403435459
608,1.885056012052698
609,-0.5161732685244242
610,-1.7079275782435612
611,-1.8594000000000004
612,-0.8351000000000001
613,0.5500000000000002
614,1.7895999999999996
615,0.8094000000000001
616,1.8850999999999996
617,1.7445000000000004
618,1.7479999999999993
619,-1.5999999999999996
620,-1.7896
621,1.4500000000000002
622,-1.6000000000000005
623,-1.7895999999999992
624,1.4500000000000002
625,-1.600000000000001
626,-0.7395999999999994
627,1.6
628,1.7895999999999992
629,1.8594000000000008
630,1.8850999999999996
631,0.6944999999999997
632,-1.5999999999999996
633,0.40000000000000036
634,1.6395999999999997
635,-1.5999999999999996
636,-0.7396000000000011
637,-1.859399999999999
638,1.4499999999999993
639,-1.5999999999999996
640,-1.7895999999999992
641,1.5999999999999996
642,-0.40000000000000036
643,1.5999999999999996
644,-0.40000000000000036
645,1.5999999999999988
646,-1.4499999999999984
647,-0.5895999999999999
648,-1.7093999999999996
649,1.4500000000000002
650,-1.5999999999999996
651,1.4499999999999993
652,-1.5999999999999996
653,-1.7896000000000005
654,0.40000000000000036
655,-0.5499999999999998
656,-0.7396000000000005
657,-1.7093999999999998
658,-0.6851000000000003
659,-1.7444999999999995
660,-1.7479999999999998
661,-1.8993000000000007
662,0.40000000000000124
663,0.5895999999999999
664,-0.5500000000000007
665,-1.7896000000000019
666,-1.8593999999999973
667,1.5999999999999988
668,0.7395999999999994
669,0.8093999999999992
670,1.8850999999999996
671,1.7444999999999995
672,1.7480000000000002
673,1.7492999999999996
674,-1.5999999999999994
675,0.4000000000000004
676,1.7895999999999999
677,1.8594000000000002
678,1.8850999999999996
679,-0.40000000000000036
680,1.5999999999999996
681,-1.6000000000000005
682,1.4500000000000002
683,-1.6000000000000005
684,-1.7895999999999992
685,-1.8594
686,-1.7350999999999992
687,-0.6944999999999997
688,-1.748000000000001
689,1.5999999999999996
690,1.7896
691,0.8094000000000001
692,-0.40000000000000036
693,1.5999999999999996
694,-1.4499999999999993
695,1.200000000000001
696,1.7895999999999992
697,-0.3658785492774994
698,-0.6237214507225008
699,1.5999999999999996
700,-0.40000000000000036
701,-1.6395999999999997
702,-1.859399999999999
703,-1.8850999999999998
704,0.4000000000000006
705,1.6395999999999997
706,1.7094000000000005
707,1.7350999999999992
708,0.8445
709,1.8980000000000006
710,1.8992999999999975
711,0.8497000000000003
712,-1.5999999999999979
713,-0.7395999999999994
714,-1.859399999999999
715,-0.8351000000000006
716,1.5999999999999996
717,1.7896
718,1.8593999999999973
719,0.8351000000000006
720,-1.6000000000000014
721,-1.7895999999999983
722,-1.8593999999999973
723,1.4499999999999975
724,-1.5999999999999979
725,0.5500000000000007
726,1.7895999999999983
727,-1.4499999999999975
728,1.5999999999999996
729,1.7896
730,1.7093999999999987
731,0.6851000000000003
732,-1.5999999999999996
733,-1.7896
734,1.450000000000001
735,0.5895999999999972
736,1.8594000000000026
737,1.8850999999999996
738,1.8945000000000007
739,-0.3999999999999986
740,1.6000000000000014
741,-1.6000000000000014
742,-1.7895999999999983
743,-0.8094000000000001
744,-0.8351000000000006
745,-1.7444999999999986
746,-0.6980000000000004
747,1.6000000000000014
748,0.7395999999999976
749,0.8094000000000001
750,-1.4499999999999975
751,1.6000000000000014
752,1.7896
753,-0.5499999999999989
754,-1.7896
755,1.4499999999999975
756,-0.5500000000000025
757,-1.7896
758,1.600000000000005
759,1.7896
760,-0.40000000000000036
761,0.5500000000000007
762,-0.3999999999999986
763,-0.5896000000000008
764,0.5500000000000007
765,-0.3999999999999986
766,0.5500000000000007
767,-1.450000000000001
768,1.6000000000000032
769,1.7895999999999983
770,0.6594000000000015
771,-1.5999999999999979
772,-1.7896
773,-1.8594000000000008
774,0.40000000000000036
775,0.5896000000000008
776,0.6593999999999998
777,-1.5999999999999996
778,0.3999999999999986
779,0.589599999999999
780,-0.3999999999999986
781,-1.639599999999998
782,1.6000000000000014
783,-0.3999999999999986
784,1.6000000000000014
785,1.7896
786,-1.4499999999999975
787,-0.5896000000000026
788,-1.8593999999999973
789,-1.8851000000000049
790,-1.8945000000000007
791,-0.8480000000000025
792,-0.6993000000000009
793,1.6000000000000014
794,0.7395999999999994
795,0.8094000000000001
796,-0.3999999999999986
797,0.5500000000000025
798,-1.6000000000000032
799,1.4499999999999993
800,-1.6000000000000014
801,-1.7896
802,0.3999999999999986
803,-1.6000000000000014
804,-0.5895999999999999
805,-0.6594000000000024
806,1.6000000000000014
807,0.7395999999999994
808,-1.4499999999999984
809,0.5499999999999998
810,1.7896
811,1.859399999999999
812,0.6851000000000003
813,-1.6000000000000014
814,-1.7896
815,-0.8094000000000001
816,-1.8851000000000013
817,1.6000000000000014
818,-0.3999999999999977
819,0.5499999999999998
820,1.7896
821,1.859399999999999
822,-1.5999999999999996
823,-0.7395999999999994
824,1.4499999999999993
825,-1.6000000000000014
826,1.4499999999999993
827,-0.5500000000000007
828,1.6000000000000014
829,-1.4499999999999993
830,0.5500000000000007
831,1.7896
832,-0.40000000000000036
833,0.5499999999999989
834,0.5896000000000026
835,-1.6000000000000032
836,1.4499999999999975
837,0.5896000000000026
838,-1.6000000000000014
839,-1.7896
840,0.3999999999999986
841,-1.6000000000000014
842,-1.7896
843,-0.8094000000000001
844,1.6000000000000014
845,1.7896
846,-0.3999999999999986
847,1.6000000000000014
848,0.739599999999994
849,1.7094000000000005
850,-1.5999999999999996
851,-1.7896000000000027
852,0.39999999999999947
853,-0.5500000000000007
854,0.3999999999999986
855,-1.6000000000000014
856,0.3999999999999986
857,1.639599999999998
858,-0.5500000000000007
859,-0.7395999999999994
860,-1.8594000000000008
861,-1.7351000000000028
862,1.6000000000000014
863,1.7896
864,1.8594000000000008
865,0.8350999999999971
866,-1.6000000000000014
867,1.4499999999999993
868,-0.5499999999999989
869,1.4499999999999975
870,0.5896000000000026
871,-1.6000000000000032
872,-1.7896
873,-1.8594000000000008
874,-0.6850999999999985
875,-0.6944999999999979
876,1.6000000000000014
877,1.7896
878,1.8594000000000008
879,-1.4500000000000028
880,1.6000000000000014
881,1.7896
882,-1.6000000000000014
883,1.4499999999999993
884,-1.6000000000000014
885,-1.7896
886,-0.8094000000000001
887,1.6000000000000032
888,1.7896
889,0.8093999999999948
890,1.8850999999999996
891,-1.5999999999999996
892,-1.7896
893,-1.8594000000000008
894,-0.8351000000000006
895,1.6000000000000014
896,-0.3999999999999986
897,-0.5895999999999972
898,1.5999999999999996
899,1.7896000000000019
900,1.8594000000000008
901,0.6850999999999985
902,0.6944999999999979
903,-1.6000000000000032
904,1.450000000000001
905,-1.5999999999999996
906,-1.7895999999999983
907,-1.6373180504540343
908,-1.8748947962258384
909,-0.8300268656388212
910,0.4532397123186911
911,1.7896
912,-0.35241823740280864
913,-1.6871817625971914
914,1.6000000000000014
915,0.7395999999999958
916,-0.3999999999999986
917,1.6000000000000014
918,1.7896
919,-1.6000000000000014
920,-1.7896
921,-0.8093999999999966
922,1.4500000000000028
923,-1.6000000000000014
924,1.6000000000000014
925,-1.6000000000000014
926,0.0
927,1.6750389721627408
928,-1.4913990007137763
929,0.5039376635736386
930,-1.45
931,1.5999999999999999
932,1.6396000000000002
933,-1.6
934,0.7999999999999998
935,1.6395999999999993
936,-1.5999999999999996
937,-0.7395999999999998
938,-0.8094000000000001
939,-1.8851000000000002
940,1.6000000000000003
941,-1.4500000000000002
942,-1.6395999999999997
943,-1.7093999999999996
944,0.14999999999999902
945,-1.4499999999999993
946,0.39999999999999947
947,-1.6000000000000005
948,-1.7895999999999983
949,-0.8094000000000001
950,-1.8851000000000013
951,1.5999999999999996
952,0.7396000000000003
953,-0.39999999999999947
954,1.5999999999999996
955,-1.4499999999999993
956,-0.5896000000000008
957,1.5999999999999996
958,-0.39999999999999947
959,1.6000000000000005
960,1.7896
961,-1.6000000000000005
962,0.40000000000000036
963,-1.5999999999999996
964,1.4500000000000002
965,-1.6000000000000005
966,-1.7895999999999992
967,1.5999999999999996
968,-0.39999999999999947
969,-0.5895999999999999
970,1.6000000000000005
971,1.7895999999999983
972,1.8594000000000022
973,0.6850999999999998
974,-1.6000000000000005
975,-1.789600000000001
976,-0.809400000000001
977,-1.8850999999999987
978,-0.6944999999999997
979,1.5999999999999996
980,1.7895999999999992
981,1.8594000000000004
982,1.885099999999999
983,-1.6
984,-0.7395999999999998
985,-1.859399999999999
986,-0.8351000000000006
987,-1.7444999999999995
988,1.5999999999999996
989,1.7895999999999992
990,1.8594
991,-1.4500000000000002
992,-0.589599999999999
993,1.6000000000000005
994,1.7895999999999996
995,0.6594000000000002
996,-0.5500000000000007
997,-1.7896
998,-0.8094000000000001
999,1.4499999999999993
1000,-1.5999999999999996
1001,-0.589599999999999
1002,1.5999999999999996
1003,-0.40000000000000036
1004,1.5999999999999996
1005,-1.4499999999999993
1006,1.5999999999999996
1007,1.7895999999999983
1008,1.859399999999999
1009,0.6851000000000005
1010,1.7445000000000002
1011,0.6979999999999986
1012,1.7493000000000007
1013,1.8996999999999984
1014,-0.3999999999999986
1015,0.5500000000000007
1016,-0.3999999999999986
1017,-0.5896000000000008
1018,1.6000000000000014
1019,0.7395999999999994
1020,0.8094000000000001
1021,-1.5999999999999996
1022,-1.7896
1023,1.4499999999999993
1024,-1.5999999999999996
1025,-1.7895999999999983
1026,1.6000000000000014
1027,-1.4499999999999993
1028,1.6000000000000014
1029,1.7896
1030,0.8094000000000001
1031,-0.5500000000000007
1032,-0.7395999999999994
1033,-1.859399999999999
1034,0.40000000000000036
1035,1.6395999999999997
1036,-1.5999999999999996
1037,1.6000000000000014
1038,1.7896000000000019
1039,-0.40000000000000036
1040,-1.639599999999998
1041,1.6000000000000014
1042,1.7896
1043,0.6593999999999998
1044,1.7350999999999992
1045,-1.5999999999999979
1046,1.4499999999999975
1047,1.6395999999999997
1048,0.8094000000000001
1049,1.8851000000000013
1050,1.8944999999999972
1051,1.8979999999999997
1052,0.6993000000000045
1053,-1.6000000000000014
1054,-1.7896
1055,-0.8094000000000001
1056,-1.8850999999999978
1057,1.6000000000000014
1058,-1.4500000000000028
1059,1.6000000000000014
1060,-1.4499999999999957
1061,1.6000000000000014
1062,1.7896
1063,-0.5500000000000007
1064,-1.7895999999999965
1065,-1.8594000000000026
1066,-1.8850999999999996
1067,1.600000000000005
1068,1.7895999999999965
1069,0.8094000000000037
1070,1.8850999999999978
1071,1.7445000000000022
1072,-0.5500000000000007
1073,-0.7395999999999994
1074,0.40000000000000213
1075,-1.6000000000000014
1076,-1.7896
1077,-0.659399999999998
1078,-0.6850999999999985
1079,1.6000000000000014
1080,1.7896
1081,1.8594000000000008
1082,-0.399999999999995
1083,1.6000000000000014
1084,-0.40000000000000213
1085,1.600000000000005
1086,1.7896
1087,-1.6000000000000014
1088,1.4499999999999993
1089,1.6396000000000015
1090,-0.5500000000000007
1091,-0.7395999999999994
1092,1.4499999999999993
1093,0.5896000000000008
1094,-0.5500000000000007
1095,-1.7896
1096,1.4499999999999993
1097,-0.5500000000000007
1098,-1.7896
1099,1.5999999999999979
1100,0.7395999999999958
1101,1.8594000000000008
1102,-1.4500000000000028
1103,-0.5895999999999972
1104,1.600000000000005
1105,0.5895999999999972
1106,-1.5999999999999943
1107,-0.7396000000000029
1108,-1.8593999999999973
1109,0.3999999999999986
1110,-1.5999999999999979
1111,1.5999999999999979
1112,1.7896
1113,0.8093999999999966
1114,1.8851000000000049
1115,1.7444999999999986
1116,-1.5999999999999979
1117,-0.7395999999999994
1118,1.4499999999999993
1119,-1.6000000000000014
1120,0.40000000000000213
1121,-1.6000000000000014
1122,1.4499999999999993
1123,1.6396000000000015
1124,1.7093999999999987
1125,0.8351000000000042
1126,1.8944999999999936
1127,1.8980000000000032
1128,-1.4500000000000028
1129,1.6000000000000014
1130,1.6395999999999944
1131,1.7094000000000094
1132,-1.6000000000000085
1133,-1.7896
1134,-0.8093999999999966
1135,0.4000000000000057
1136,-0.5157149655008979
1137,-1.8238850344991135
1138,1.6000000000000085
1139,1.7896
1140,-0.3999999999999986
1141,-0.5896000000000043
1142,1.6000000000000085
1143,1.7896
1144,-0.5500000000000043
1145,-1.789599999999993
1146,-1.8594000000000008
1147,-1.8851000000000013
1148,-0.6944999999999979
1149,-0.6980000000000004
1150,1.6000000000000014
1151,1.7896
1152,-1.4500000000000028
1153,1.6000000000000014
1154,1.7896
1155,1.8594000000000008
1156,1.7351000000000028
1157,0.6944999999999979
1158,-1.6000000000000014
1159,0.3999999999999986
1160,-0.5499999999999972
1161,-1.7896
1162,-0.8093999999999966
1163,1.4499999999999957
1164,-1.5999999999999943
1165,-1.7896
1166,1.6000000000000014
1167,-1.4500000000000028
1168,1.6000000000000014
1169,1.7896
1170,-0.3999999999999986
1171,1.6000000000000014
1172,0.0
1173,-1.6901283412693244
1174,1.3856858652403632
1175,-1.4636618615876322
1176,-1.7895999999999992
1177,1.4421368469114864
1178,1.7807943121779397
1179,1.8475938555867197
1180,-0.6215250146761465
1181,-0.5895999999999999
1182,0.55
1183,-1.6000000000000003
1184,1.45
1185,-1.6000000000000003
1186,0.40000000000000036
1187,1.6395999999999997
1188,0.6594000000000001
1189,-1.4500000000000002
1190,0.5499999999999998
1191,1.7895999999999996
1192,0.8094000000000003
1193,-1.45
1194,-1.6395999999999997
1195,-0.6594
1196,0.5499999999999998
1197,1.7895999999999999
1198,1.8594000000000008
1199,0.6850999999999998
1200,0.6944999999999997
1201,-1.6
1202,0.3999999999999999
1203,1.9110239123344832
1204,-1.7214239123344832
1205,1.6000000000000005
1206,1.7896
1207,0.8094000000000001
1208,1.8851000000000013
1209,-1.6000000000000005
1210,-0.7396000000000003
1211,0.3999999999999986
1212,-1.5999999999999996
1213,1.4500000000000002
1214,-1.6000000000000005
1215,-1.6396000000000002
1216,1.6
1217,0.7395999999999994
1218,1.859399999999999
1219,1.8850999999999996
1220,1.7445000000000004
1221,-0.5500000000000025
1222,1.8499999999999996
1223,-1.7407735959819952
1224,-1.6845187919900884
1225,-1.8237076120279134
1226,-1.7350999999999992
1227,1.5999999999999996
1228,-1.4499999999999993
1229,0.5500000000000007
1230,1.7895999999999983
1231,1.8593999999999973
1232,1.7351000000000028
1233,0.6944999999999997
1234,-0.5500000000000025
1235,-0.7395999999999976
1236,-0.8094000000000001
1237,-0.8350999999999971
1238,-0.6945000000000014
1239,1.6000000000000014
1240,0.7395999999999976
1241,1.8593999999999973
1242,1.8850999999999996
1243,1.7445000000000004
1244,-0.5499999999999972
1245,-1.7896
1246,-1.8594000000000026
1247,-1.8850999999999978
1248,-1.7445000000000004
1249,0.5500000000000007
1250,1.7896
1251,0.8094000000000019
1252,1.8850999999999996
1253,-1.6000000000000014
1254,-1.7895999999999983
1255,-0.8094000000000001
1256,-0.8350999999999988
